Variant,Gene,Loading,Abs_Loading
500,CAGL0J07282g,-0.037730437847469406,0.037730437847469406
19,nan,0.0374659900621335,0.0374659900621335
325,CAGL0D00264g,0.037356700996115585,0.037356700996115585
368,CAGL0E00693g,0.03723561579884737,0.03723561579884737
430,CAGL0B03663g,0.03709505439863445,0.03709505439863445
391,nan,0.036669257161300345,0.036669257161300345
360,CAGL0D06710g,-0.036330450043366776,0.036330450043366776
353,nan,0.03542426560623236,0.03542426560623236
489,CAGL0J05654g,0.035121829866445665,0.035121829866445665
600,CAGL0F05819g,0.034874896755035696,0.034874896755035696
193,CAGL0H08019g,0.03486119462670736,0.03486119462670736
227,nan,0.0346884914351049,0.0346884914351049
133,nan,0.0346769376484285,0.0346769376484285
375,nan,0.03467116828118173,0.03467116828118173
579,CAGL0F08393g,0.0342566534299103,0.0342566534299103
255,CAGL0G09020g,0.0341588433648449,0.0341588433648449
830,CAGL0L02981g,-0.0339743655570225,0.0339743655570225
789,nan,0.033820574918427486,0.033820574918427486
765,CAGL0L10670g,0.03354443492103753,0.03354443492103753
473,nan,-0.033335135386343924,0.033335135386343924
462,CAGL0J00968g,0.033205834686142695,0.033205834686142695
526,nan,-0.03317814693115316,0.03317814693115316
689,nan,0.033062833616065754,0.033062833616065754
657,CAGL0M12430g,0.03287380921309049,0.03287380921309049
49,CAGL0K05335g,0.032229482552513906,0.032229482552513906
301,CAGL0G03773g,0.031909294993468014,0.031909294993468014
701,nan,0.031854721127484685,0.031854721127484685
506,CAGL0J08228g,0.031760477282029485,0.031760477282029485
587,CAGL0F07579g,0.031449480171241315,0.031449480171241315
460,nan,0.031345935067715415,0.031345935067715415
182,CAGL0H09350g,0.031013151611629573,0.031013151611629573
672,CAGL0M10307g,0.031013151611629573,0.031013151611629573
727,CAGL0M01914g,0.030314254901528406,0.030314254901528406
413,CAGL0E05874g,0.03010419078688761,0.03010419078688761
799,CAGL0L06358g,0.03010419078688761,0.03010419078688761
334,CAGL0D01584g,-0.03005529740419147,0.03005529740419147
667,CAGL0M11990g,-0.029935747142106624,0.029935747142106624
808,nan,0.029803077969945017,0.029803077969945017
627,CAGL0F03399g,0.02945657674538972,0.02945657674538972
683,CAGL0M08492g,-0.02931121734331354,0.02931121734331354
414,CAGL0E05962g,-0.029245915146345152,0.029245915146345152
72,CAGL0K03553g,0.029067023632521383,0.029067023632521383
492,CAGL0J06006g,0.02874538743152415,0.02874538743152415
495,CAGL0J06996g,-0.02840930295594106,0.02840930295594106
797,CAGL0L06644g,0.028339415128964863,0.028339415128964863
173,CAGL0H09834g,0.027953695767531275,0.027953695767531275
716,CAGL0M03531g,0.027667772309957143,0.027667772309957143
538,CAGL0A04213g,-0.027079725144880665,0.027079725144880665
39,CAGL0K06743g,-0.02684943789570071,0.02684943789570071
810,nan,-0.026545787577593658,0.026545787577593658
539,CAGL0A04103g,0.026493022038027978,0.026493022038027978
152,CAGL0I10010g,0.02640584753337115,0.02640584753337115
607,nan,-0.026240386730227255,0.026240386730227255
340,CAGL0D03586g,-0.025344234893698043,0.025344234893698043
122,nan,-0.024869039413601652,0.024869039413601652
115,CAGL0I04752g,-0.024719834918426893,0.024719834918426893
776,CAGL0L09801g,-0.024645620713899044,0.024645620713899044
342,nan,-0.02410383820087546,0.02410383820087546
263,CAGL0G08558g,-0.02389590414355705,0.02389590414355705
825,CAGL0L03916g,-0.023812509749430482,0.023812509749430482
747,nan,-0.02379863509637287,0.02379863509637287
702,nan,0.023560675431799356,0.023560675431799356
71,CAGL0K03861g,-0.02350126574711931,0.02350126574711931
476,CAGL0J03190g,-0.02285124083344483,0.02285124083344483
682,nan,-0.022675106662292964,0.022675106662292964
735,CAGL0M00924g,0.022397847609522528,0.022397847609522528
237,CAGL0G10219g,-0.022325956669451023,0.022325956669451023
236,CAGL0G10219g,-0.02231662471417121,0.02231662471417121
542,nan,-0.022119243213605123,0.022119243213605123
809,nan,-0.021961869445189183,0.021961869445189183
382,CAGL0E03355g,-0.021956965379410002,0.021956965379410002
525,CAGL0J11660g,-0.021861504098390314,0.021861504098390314
104,CAGL0I03322g,-0.021861504098390314,0.021861504098390314
166,CAGL0H10604g,-0.021760291980572718,0.021760291980572718
250,nan,-0.021723527497866293,0.021723527497866293
622,CAGL0F04015g,-0.02171504642252095,0.02171504642252095
498,CAGL0J07282g,-0.02117368274352304,0.02117368274352304
654,CAGL0M12595g,-0.02117368274352304,0.02117368274352304
623,CAGL0F04015g,0.021124678026696892,0.021124678026696892
300,CAGL0G03795g,-0.020660432743607533,0.020660432743607533
519,nan,-0.020482135277608487,0.020482135277608487
67,nan,-0.020347395883855902,0.020347395883855902
599,nan,-0.020137975797424025,0.020137975797424025
807,nan,-0.020071865401284684,0.020071865401284684
338,nan,-0.020001143901848338,0.020001143901848338
739,CAGL0M00792g,-0.019925937679459254,0.019925937679459254
91,nan,-0.019584388122599425,0.019584388122599425
421,CAGL0B04895g,0.019562018058624935,0.019562018058624935
434,CAGL0B03223g,-0.01887652999829619,0.01887652999829619
18,CAGL0K09746g,0.018777444635557194,0.018777444635557194
829,CAGL0L03113g,-0.01866867511215394,0.01866867511215394
311,CAGL0G02717g,-0.018554116211582435,0.018554116211582435
225,CAGL0H02959g,0.01836931585608141,0.01836931585608141
286,CAGL0G04763g,-0.01835456526904857,0.01835456526904857
742,nan,0.018123181187284846,0.018123181187284846
846,nan,-0.018055705619580836,0.018055705619580836
437,CAGL0B03047g,-0.017921928107667788,0.017921928107667788
465,nan,-0.01779480189762407,0.01779480189762407
64,nan,-0.017755910524991248,0.017755910524991248
4,CAGL0K12672g,0.017749472913544534,0.017749472913544534
12,nan,-0.017680239364292787,0.017680239364292787
691,CAGL0M07315g,-0.0175711130235962,0.0175711130235962
820,nan,-0.01748487202088213,0.01748487202088213
163,nan,-0.017316931767426387,0.017316931767426387
32,CAGL0K07293g,-0.017082887385093178,0.017082887385093178
736,nan,-0.017027942038679165,0.017027942038679165
834,CAGL0L02475g,0.016944329986525963,0.016944329986525963
309,nan,-0.016846647338165013,0.016846647338165013
656,CAGL0M12474g,-0.01672658014841139,0.01672658014841139
228,nan,-0.01672658014841139,0.01672658014841139
640,nan,-0.016711906747881526,0.016711906747881526
411,nan,-0.01668452930514988,0.01668452930514988
234,nan,0.016328249465141956,0.016328249465141956
457,CAGL0J00429g,-0.01629270536316007,0.01629270536316007
583,CAGL0F08041g,-0.016279591293075338,0.016279591293075338
762,CAGL0L11066g,-0.015987127712240364,0.015987127712240364
5,CAGL0K12276g,-0.015702481829359394,0.015702481829359394
11,nan,-0.01563293944975646,0.01563293944975646
655,CAGL0M12474g,-0.015584191805303595,0.015584191805303595
548,nan,-0.015534169098516694,0.015534169098516694
316,CAGL0G01320g,-0.015516805355618774,0.015516805355618774
35,CAGL0K07293g,-0.015516805355618774,0.015516805355618774
613,nan,0.015222658004434057,0.015222658004434057
533,CAGL0A04829g,-0.01509217513898777,0.01509217513898777
847,CAGL0L01353g,-0.015041974846179413,0.015041974846179413
862,CAGL0C02541g,-0.014832267555243809,0.014832267555243809
195,CAGL0H06985g,-0.01482641944231607,0.01482641944231607
824,CAGL0L03916g,-0.014781785861797783,0.014781785861797783
260,nan,0.01476120609734439,0.01476120609734439
58,nan,-0.014482351665244185,0.014482351665244185
312,nan,-0.014395131615120203,0.014395131615120203
282,nan,-0.014362459566052845,0.014362459566052845
811,nan,-0.014325921175190692,0.014325921175190692
474,nan,-0.014206999407214154,0.014206999407214154
283,nan,-0.013938706540110217,0.013938706540110217
400,CAGL0E04158g,-0.013780623992148168,0.013780623992148168
869,nan,-0.013654836504752806,0.013654836504752806
778,CAGL0L09251g,-0.013526037581419036,0.013526037581419036
666,CAGL0M12001g,-0.01350444349350294,0.01350444349350294
66,CAGL0K04169g,-0.013361338976645253,0.013361338976645253
512,CAGL0J09900g,-0.013357272759664866,0.013357272759664866
852,nan,-0.01334315404423213,0.01334315404423213
171,CAGL0H10010g,-0.013275608505994551,0.013275608505994551
725,CAGL0M01914g,0.013261382663819923,0.013261382663819923
719,CAGL0M03069g,0.013144197161771355,0.013144197161771355
44,nan,-0.0131024005001752,0.0131024005001752
259,CAGL0G08822g,-0.01298694598394039,0.01298694598394039
643,CAGL0F00495g,0.012802822364859927,0.012802822364859927
23,CAGL0K08360g,-0.012801274808744947,0.012801274808744947
864,CAGL0C02893g,-0.012648037421415959,0.012648037421415959
653,CAGL0M12771g,0.012539223704785695,0.012539223704785695
240,CAGL0G10109g,-0.01218884743132562,0.01218884743132562
22,CAGL0K08690g,-0.012150350379874457,0.012150350379874457
7,CAGL0K11902g,0.012097829514889318,0.012097829514889318
535,CAGL0A04785g,-0.011990952549537354,0.011990952549537354
780,CAGL0L08976g,-0.011990952549537354,0.011990952549537354
490,nan,-0.01161401084085726,0.01161401084085726
487,nan,-0.01145943705832689,0.01145943705832689
398,CAGL0E03916g,0.011301488830161244,0.011301488830161244
479,nan,-0.011151053432274259,0.011151053432274259
713,CAGL0M03949g,-0.011059633752068272,0.011059633752068272
660,nan,-0.010991783445765044,0.010991783445765044
189,nan,0.010961869956549396,0.010961869956549396
231,nan,-0.010879339900208044,0.010879339900208044
244,nan,-0.010876583825740072,0.010876583825740072
650,CAGL0M13585g,-0.010823311807661586,0.010823311807661586
134,CAGL0I06809g,-0.010799344613683695,0.010799344613683695
624,CAGL0F03971g,-0.010769212133753666,0.010769212133753666
664,nan,-0.010736028163080676,0.010736028163080676
332,CAGL0D01298g,-0.010721635101413097,0.010721635101413097
707,nan,0.010695987809664029,0.010695987809664029
381,CAGL0E02893g,-0.01068632361656621,0.01068632361656621
680,CAGL0M08800g,-0.010612767043086592,0.010612767043086592
13,CAGL0K10879g,-0.010612767043086592,0.010612767043086592
343,CAGL0D04642g,-0.010527527928183724,0.010527527928183724
336,nan,0.01043192933433032,0.01043192933433032
42,CAGL0K06083g,0.01043192933433032,0.01043192933433032
468,CAGL0J01595g,-0.010357627296581975,0.010357627296581975
813,nan,0.010335492455700696,0.010335492455700696
850,CAGL0L00627g,0.01020519112351043,0.01020519112351043
256,nan,0.010190772278227464,0.010190772278227464
356,CAGL0D06424g,0.01018554319423443,0.01018554319423443
105,CAGL0I03454g,0.010059430845126222,0.010059430845126222
77,CAGL0K02563g,-0.0099924604579478,0.0099924604579478
480,CAGL0J04466g,-0.0099924604579478,0.0099924604579478
749,CAGL0L13090g,0.009917754671160506,0.009917754671160506
531,nan,-0.009903361595929597,0.009903361595929597
585,nan,0.009902084903345215,0.009902084903345215
60,CAGL0K04411g,-0.009886107890778609,0.009886107890778609
241,CAGL0G09757g,0.009774146094029807,0.009774146094029807
728,CAGL0M01848g,0.00976058706664189,0.00976058706664189
276,CAGL0G05786g,-0.009719008510095745,0.009719008510095745
677,CAGL0M09361g,0.009621828800650305,0.009621828800650305
524,CAGL0J11660g,0.009602151981441655,0.009602151981441655
339,CAGL0D02904g,-0.009518651483588495,0.009518651483588495
828,CAGL0L03289g,0.009515681632719049,0.009515681632719049
373,CAGL0E01331g,0.009515681632719049,0.009515681632719049
324,nan,0.009388792733372025,0.009388792733372025
139,CAGL0I07837g,0.009388792733372025,0.009388792733372025
544,CAGL0A03051g,0.009388792733372025,0.009388792733372025
186,CAGL0H09350g,0.009369088840790563,0.009369088840790563
491,nan,0.009197615417387664,0.009197615417387664
552,CAGL0A01738g,0.00915693050924402,0.00915693050924402
522,CAGL0J11638g,-0.00914163557349421,0.00914163557349421
363,nan,-0.009052075059341207,0.009052075059341207
20,CAGL0K09240g,0.00896654135094131,0.00896654135094131
547,CAGL0A02321g,-0.008964053385637558,0.008964053385637558
320,nan,0.008860487633061572,0.008860487633061572
61,CAGL0K04411g,0.00869322750154631,0.00869322750154631
455,CAGL0J00253g,0.00869322750154631,0.00869322750154631
451,CAGL0B00308g,0.008666469576045823,0.008666469576045823
837,nan,-0.008629047819810927,0.008629047819810927
652,CAGL0M12837g,0.008611976298968219,0.008611976298968219
208,nan,0.008587322449039139,0.008587322449039139
555,CAGL0A01650g,0.00856972039257418,0.00856972039257418
418,CAGL0B04895g-T-E2,0.008535214909906616,0.008535214909906616
147,CAGL0I08789g,0.008284253734949457,0.008284253734949457
191,CAGL0H08129g,-0.008273267907917877,0.008273267907917877
868,nan,-0.008243722171290083,0.008243722171290083
146,nan,0.008208334864022664,0.008208334864022664
200,CAGL0H05621g,-0.008185246234214235,0.008185246234214235
448,CAGL0B00814g,0.008001746374139104,0.008001746374139104
395,CAGL0E03872g,0.007934147404453673,0.007934147404453673
16,CAGL0K10142g,0.007911896076932217,0.007911896076932217
766,CAGL0L10582g,0.0078983693467111,0.0078983693467111
486,nan,0.007824017416341155,0.007824017416341155
442,CAGL0B02211g,0.007824017416341155,0.007824017416341155
787,nan,-0.007771913689514955,0.007771913689514955
50,CAGL0K05335g,-0.007697923711170644,0.007697923711170644
93,nan,-0.00769420224682205,0.00769420224682205
471,CAGL0J01980g,-0.007648171323427363,0.007648171323427363
424,CAGL0B04257g,0.007579277205509742,0.007579277205509742
663,CAGL0M12056g,0.00749095165945357,0.00749095165945357
584,CAGL0F07909g,-0.007471095907662751,0.007471095907662751
843,nan,-0.007407071251411921,0.007407071251411921
158,nan,0.007359304972767377,0.007359304972767377
81,CAGL0K01683g,0.007306282161794649,0.007306282161794649
558,CAGL0A01540g,-0.007178519938966403,0.007178519938966403
367,CAGL0E00693g,0.007041559342232304,0.007041559342232304
73,nan,0.00681783077075113,0.00681783077075113
513,nan,0.006491406436311495,0.006491406436311495
481,CAGL0J04642g,0.006388017828785379,0.006388017828785379
694,CAGL0M07001g,0.0062616005440696305,0.0062616005440696305
658,nan,-0.0061371871298562634,0.0061371871298562634
384,nan,0.005675520711955967,0.005675520711955967
591,CAGL0F07315g,-0.0054787983642640625,0.0054787983642640625
651,CAGL0M13409g,0.005402594995056966,0.005402594995056966
590,CAGL0F07315g,-0.005272454010285286,0.005272454010285286
505,CAGL0J08162g,-0.004491466914708423,0.004491466914708423
881,nan,0.004451740276291537,0.004451740276291537
299,CAGL0G03795g,0.004330885708071928,0.004330885708071928
211,nan,-0.0042221400186479305,0.0042221400186479305
665,nan,-0.004170439131732651,0.004170439131732651
62,CAGL0K04411g,0.004163535305345193,0.004163535305345193
210,nan,0.004120177993305828,0.004120177993305828
621,CAGL0F04015g,0.004108370828270838,0.004108370828270838
90,CAGL0I00484g,-0.004106588629279239,0.004106588629279239
271,CAGL0G06358g,0.0038049053409966267,0.0038049053409966267
86,CAGL0K00319g,0.003676453364090207,0.003676453364090207
239,CAGL0G10153g,-0.00362802183094959,0.00362802183094959
252,CAGL0G09086g,0.0036018440290880734,0.0036018440290880734
572,CaglfMp02,-0.0035990369304314423,0.0035990369304314423
863,CAGL0C02541g,0.0034913508740334674,0.0034913508740334674
700,nan,0.00347882175672458,0.00347882175672458
262,CAGL0G08558g,-0.003370436508659894,0.003370436508659894
848,CAGL0L01111g,0.0033701192419198596,0.0033701192419198596
565,CAGL0A00187g,-0.0032567810941947577,0.0032567810941947577
541,nan,-0.003196643048041655,0.003196643048041655
425,CAGL0B04257g,-0.003151666745875578,0.003151666745875578
396,CAGL0E03894g,0.003121229402690685,0.003121229402690685
130,CAGL0I05764g,0.003065811621441397,0.003065811621441397
511,CAGL0J09658g,0.002987796963474965,0.002987796963474965
642,CAGL0F00495g,0.002972325055099115,0.002972325055099115
267,CAGL0G07667g,0.00296768355923809,0.00296768355923809
459,CAGL0J00539g,-0.0029644690365143466,0.0029644690365143466
784,CAGL0L08646g,0.0029639558813503715,0.0029639558813503715
876,CAGL0C05599g-P,0.0029497493470178856,0.0029497493470178856
501,CAGL0J07546g,0.00288739751191726,0.00288739751191726
27,nan,-0.0028651599076492543,0.0028651599076492543
258,CAGL0G08888g,-0.0028575356235179374,0.0028575356235179374
769,CAGL0L10362g,-0.002850070409996357,0.002850070409996357
369,CAGL0E00737g,0.0027561596350592636,0.0027561596350592636
143,nan,-0.002718022742790587,0.002718022742790587
703,nan,-0.002710183289009782,0.002710183289009782
608,CAGL0F04631g,-0.002692384527078041,0.002692384527078041
117,nan,-0.0026893024067043705,0.0026893024067043705
637,CAGL0F01243g,0.0026498342749579017,0.0026498342749579017
875,CAGL0C05181g,0.0026390677526179494,0.0026390677526179494
806,nan,0.0026239697828678234,0.0026239697828678234
877,CAGL0C05599g-P,-0.002568991546110118,0.002568991546110118
619,CAGL0F04125g,-0.0025619228465867307,0.0025619228465867307
708,CAGL0M04499g,0.0025592076619393176,0.0025592076619393176
257,nan,-0.0024964275951706457,0.0024964275951706457
595,nan,-0.0024958851633691136,0.0024958851633691136
620,CAGL0F04015g,0.002475105766844449,0.002475105766844449
874,nan,0.0024706693020729695,0.0024706693020729695
69,nan,0.0024555627812159544,0.0024555627812159544
218,nan,0.0024509689093934676,0.0024509689093934676
92,CAGL0I00726g,-0.002448333344925975,0.002448333344925975
80,nan,-0.0024443948973862976,0.0024443948973862976
661,CAGL0M12100g,-0.0024435830376757285,0.0024435830376757285
838,nan,0.002408943863381129,0.002408943863381129
514,CAGL0J09922g-T-E1,0.0023991525530222516,0.0023991525530222516
304,CAGL0G03289g,0.0023951191502616324,0.0023951191502616324
527,CAGL0J11858g,-0.002394615864766234,0.002394615864766234
577,CAGL0F09053g,-0.0023945814612326847,0.0023945814612326847
706,CAGL0M04829g,-0.0023837086007295213,0.0023837086007295213
129,CAGL0I05764g,0.0023650232315807697,0.0023650232315807697
485,nan,-0.00235864544149257,0.00235864544149257
710,CAGL0M04389g,0.002331036870519358,0.002331036870519358
609,CAGL0F04587g,-0.0023307252563804924,0.0023307252563804924
822,CAGL0L04026g,0.0023172736712362553,0.0023172736712362553
387,CAGL0E03476g,0.002299485734593935,0.002299485734593935
79,CAGL0K01925g,0.0022712978778534807,0.0022712978778534807
394,nan,0.0022641035598111813,0.0022641035598111813
63,nan,0.002258621098691018,0.002258621098691018
127,CAGL0I05566g,-0.002191716669579004,0.002191716669579004
354,CAGL0D06292g,0.0021870681500195483,0.0021870681500195483
170,nan,-0.0021643685340767883,0.0021643685340767883
274,CAGL0G05962g,0.002156839385447595,0.002156839385447595
207,nan,0.0021502127539521926,0.0021502127539521926
183,CAGL0H09350g,0.0021423758712188217,0.0021423758712188217
530,CAGL0M14300g,0.0021402499961657357,0.0021402499961657357
791,CAGL0L07854g,0.002124161159457599,0.002124161159457599
94,CAGL0I01078g,-0.002118844320433744,0.002118844320433744
417,CAGL0B04939g,-0.002104125753643286,0.002104125753643286
65,nan,-0.002097460452743951,0.002097460452743951
150,nan,0.002090704105229159,0.002090704105229159
635,nan,0.0020697138703405513,0.0020697138703405513
180,CAGL0H09350g,0.002066958816959756,0.002066958816959756
553,CAGL0A01738g,0.0020667259693361514,0.0020667259693361514
110,CAGL0I03828g,-0.0020595119501499773,0.0020595119501499773
2,nan,0.0020210667771056933,0.0020210667771056933
567,CAGL0A00099g,0.0020184235608084558,0.0020184235608084558
101,nan,0.0020160965273049954,0.0020160965273049954
454,nan,-0.0020144211181357644,0.0020144211181357644
254,CAGL0G09042g,0.0020111406722782546,0.0020111406722782546
298,CAGL0G03795g,-0.002000636691944197,0.002000636691944197
295,CAGL0G03927g,0.001996550448480232,0.001996550448480232
358,CAGL0D06710g,-0.0019904377027539356,0.0019904377027539356
128,nan,-0.001987577621067605,0.001987577621067605
341,nan,-0.0019736226854140853,0.0019736226854140853
858,nan,0.001940454128843516,0.001940454128843516
529,nan,0.001911752690522599,0.001911752690522599
722,nan,0.0019022449071417367,0.0019022449071417367
337,CAGL0D02222g,-0.0019020555345611442,0.0019020555345611442
268,CAGL0G07579g,0.0018777918141364793,0.0018777918141364793
84,CAGL0K00913g,0.0018428765459620744,0.0018428765459620744
574,nan,-0.0018120088211260783,0.0018120088211260783
464,CAGL0J01529g,-0.0018107961708900677,0.0018107961708900677
205,CAGL0H05423g,-0.0018090270417934495,0.0018090270417934495
816,CAGL0L05456g,-0.0018056893778279444,0.0018056893778279444
161,CAGL0I10923g,0.0018025835953562656,0.0018025835953562656
213,CAGL0H04609g,0.0018023239665170875,0.0018023239665170875
41,nan,-0.0017978087065539457,0.0017978087065539457
318,nan,0.0017950847963289702,0.0017950847963289702
386,nan,0.0017806940558656697,0.0017806940558656697
126,CAGL0I05500g,-0.0017692000143353596,0.0017692000143353596
427,CAGL0B04191g,-0.0017642794826212692,0.0017642794826212692
566,CAGL0A00099g,0.0017433104540138722,0.0017433104540138722
764,nan,0.0017174943790499103,0.0017174943790499103
690,nan,0.0017155035280651874,0.0017155035280651874
509,CAGL0J09064g,-0.001709750829919817,0.001709750829919817
203,CAGL0H05511g-T-E1,-0.0017093867990371863,0.0017093867990371863
502,CAGL0J07678g,-0.0017082656684901058,0.0017082656684901058
586,nan,0.0016965473867388853,0.0016965473867388853
372,CAGL0E01331g,0.0016918461252283662,0.0016918461252283662
441,CAGL0B02453g,0.0016868286139736467,0.0016868286139736467
604,CAGL0F04939g,-0.0016848738463957895,0.0016848738463957895
322,nan,0.0016843141625860847,0.0016843141625860847
46,nan,-0.0016805836314734107,0.0016805836314734107
389,CAGL0E03630g,0.0016769639700905475,0.0016769639700905475
756,nan,0.001676097239596529,0.001676097239596529
111,CAGL0I04246g,-0.0016672096282160207,0.0016672096282160207
344,nan,-0.0016671808620285842,0.0016671808620285842
326,CAGL0D00264g,0.0016671350760593584,0.0016671350760593584
385,nan,0.0016659315276795954,0.0016659315276795954
785,CAGL0L08624g,-0.0016636427686084988,0.0016636427686084988
438,CAGL0B02882g,0.0016621569543842484,0.0016621569543842484
629,nan,0.0016561439376228451,0.0016561439376228451
106,CAGL0I03454g,0.0016561439376228451,0.0016561439376228451
288,CAGL0G04499g,0.0016542364472334188,0.0016542364472334188
229,nan,-0.0016513259565262752,0.0016513259565262752
878,nan,0.0016289963176068529,0.0016289963176068529
53,CAGL0K04697g,-0.0016257764172292828,0.0016257764172292828
839,CAGL0L01771g,0.0016132898604782145,0.0016132898604782145
675,nan,0.0016098996857070195,0.0016098996857070195
678,CAGL0M09020g,0.0016027231450877115,0.0016027231450877115
119,nan,0.0016027231450877115,0.0016027231450877115
521,CAGL0J11550g,0.0015990464908395706,0.0015990464908395706
202,CAGL0H05511g-T-E1,-0.001594580108146852,0.001594580108146852
612,nan,0.0015790484750456415,0.0015790484750456415
433,CAGL0B03355g,0.0015790484750456415,0.0015790484750456415
748,nan,-0.0015744307112532008,0.0015744307112532008
132,nan,0.0015734489344077247,0.0015734489344077247
819,CAGL0L04994g,0.0015734489344077247,0.0015734489344077247
109,CAGL0I03828g,-0.0015625817463953686,0.0015625817463953686
568,CAGL0A00099g,0.0015615048698950547,0.0015615048698950547
854,nan,0.0015605409471874992,0.0015605409471874992
528,nan,-0.0015580419653174326,0.0015580419653174326
216,CAGL0H04367g,-0.0015580419653174326,0.0015580419653174326
177,CAGL0H09350g,0.0015576710234465792,0.0015576710234465792
159,nan,-0.0015498058646916545,0.0015498058646916545
853,CAGL0L00495g,-0.0015455806158663824,0.0015455806158663824
546,CAGL0A02321g,0.0015448491141575008,0.0015448491141575008
138,nan,0.0015376040477293946,0.0015376040477293946
365,CAGL0E00561g,0.001535545251063624,0.001535545251063624
550,nan,0.001529402152418082,0.001529402152418082
429,CAGL0B03839g,-0.0015088465458664001,0.0015088465458664001
118,CAGL0I04972g,0.0015055998515165823,0.0015055998515165823
763,nan,-0.0015047518318574485,0.0015047518318574485
570,CaglfMt19,0.0015009592198565063,0.0015009592198565063
472,CAGL0J02266g-T-E2,0.0014902225799898658,0.0014902225799898658
29,nan,-0.0014851563797375507,0.0014851563797375507
125,CAGL0I05082g,0.0014799626408133386,0.0014799626408133386
151,nan,0.001475691479238625,0.001475691479238625
